year,zip,amt,contrib,num_people,town,state,signal
1999,01001,81.00,,,Agawam,MA,#N/A
1999,01002,502.00,7,7,Amherst,MA,#N/A
1999,01004,110.50,2,2,Amherst,MA,#N/A
1999,01005,,,,Barre,MA,#N/A
1999,01007,70.00,1,1,Belchertown,MA,#N/A
1999,01013,,,,Chicopee,MA,#N/A
1999,01020,,,,Chicopee,MA,#N/A
1999,01027,146.00,4,4,Easthampton,MA,#N/A
1999,01030,,,,Feeding Hills,MA,#N/A
1999,01032,,,,Goshen,MA,#N/A
1999,01033,,,,Granby,MA,#N/A
1999,01035,,,,Hadley,MA,#N/A
1999,01036,,,,Hampden,MA,#N/A
1999,01039,,,,Haydenville,MA,#N/A
1999,01040,,,,Holyoke,MA,WEVN
1999,01054,150.00,1,1,Leverett,MA,WEVN
1999,01060,501.40,5,5,Northampton,MA,#N/A
1999,01061,70.00,1,1,Northampton,MA,#N/A
1999,01062,240.00,2,2,Florence,MA,#N/A
1999,01071,,,,Russell,MA,#N/A
1999,01073,,,,Southampton,MA,#N/A
1999,01075,,,,South Hadley,MA,#N/A
1999,01077,,,,Southwick,MA,#N/A
1999,01085,140.00,1,1,Westfield,MA,#N/A
1999,01095,30.00,1,1,Wilbraham,MA,#N/A
1999,01096,40.00,1,1,Williamsburg,MA,WEVN
1999,01098,50.00,1,1,Worthington,MA,WEVN
1999,01106,,,,Longmeadow,MA,#N/A
1999,01108,30.00,1,1,Springfield,MA,#N/A
1999,01118,40.00,1,1,Springfield,MA,#N/A
1999,01119,,,,Springfield,MA,#N/A
1999,01129,,,,Springfield,MA,#N/A
1999,01151,,,,Indian Orchard,MA,#N/A
1999,01201,360.00,1,1,Pittsfield,MA,#N/A
1999,01220,,,,Adams,MA,#N/A
1999,01223,,,,Becket,MA,#N/A
1999,01230,,,,Great Barrington,MA,#N/A
1999,01237,,,,Lanesboro,MA,#N/A
1999,01238,45.00,2,2,Lee,MA,#N/A
1999,01240,40.00,1,1,Lenox,MA,#N/A
1999,01243,,,,Middlefield,MA,#N/A
1999,01247,45.00,1,1,North Adams,MA,#N/A
1999,01254,,,,Richmond,MA,#N/A
1999,01257,60.00,1,1,Sheffield,MA,#N/A
1999,01260,,,,South Lee,MA,#N/A
1999,01262,,,,Stockbridge,MA,#N/A
1999,01264,120.00,1,1,Tyringham,MA,#N/A
1999,01267,15.00,1,1,Williamstown,MA,#N/A
1999,01301,117.00,3,3,Greenfield,MA,WEVN
1999,01302,,,,Greenfield,MA,#N/A
1999,01330,,,,Ashfield,MA,WEVN
1999,01331,100.00,1,1,Athol,MA,WEVO
1999,01337,240.00,2,2,Bernardston,MA,WEVN
1999,01338,100.00,1,1,Buckland,MA,#N/A
1999,01339,,,,Charlemont,MA,WEVN
1999,01340,370.00,1,1,Colrain,MA,#N/A
1999,01341,170.00,2,2,Conway,MA,#N/A
1999,01342,50.00,1,1,Deerfield,MA,#N/A
1999,01344,,,,Erving,MA,#N/A
1999,01346,50.00,1,1,Heath,MA,WEVN
1999,01349,,,,Millers Falls,MA,WEVN
1999,01351,90.00,2,2,Montague,MA,WEVN
1999,01354,180.00,2,2,Gill,MA,WEVN
1999,01355,,,,New Salem,MA,#N/A
1999,01360,205.00,4,4,Northfield,MA,#N/A
1999,01364,60.00,1,1,Orange,MA,WEVN
1999,01366,,,,Petersham,MA,WEVN
1999,01367,,,,Rowe,MA,WEVN
1999,01368,,,,Royalston,MA,WEVN
1999,01370,,,,Shelburne Falls,MA,#N/A
1999,01373,420.00,2,2,South Deerfield,MA,#N/A
1999,01378,25.00,1,1,Warwick,MA,#N/A
1999,01379,175.00,2,2,Wendell,MA,WEVN
1999,01420,100.00,1,1,Fitchburg,MA,WEVS
1999,01430,,,,Ashburnham,MA,WEVN
1999,01431,,,,Ashby,MA,WEVS
1999,01432,,,,Ayer,MA,WEVS
1999,01436,,,,Baldwinville,MA,WEVN
1999,01440,,,,Gardner,MA,WEVN
1999,01450,1015.00,7,7,Groton,MA,WEVS
1999,01451,405.00,5,5,Harvard,MA,WEVS
1999,01452,,,,Hubbardston,MA,#N/A
1999,01453,240.00,1,1,Leominster,MA,WEVS
1999,01460,170.00,4,4,Littleton,MA,WEVS
1999,01462,25.00,1,1,Lunenburg,MA,WEVS
1999,01463,392.00,5,5,Pepperell,MA,WEVS
1999,01464,,,,Shirley,MA,WEVS
1999,01468,,,,Templeton,MA,WEVN
1999,01469,572.00,4,4,Townsend,MA,WEVS
1999,01471,,,,Groton,MA,WEVS
1999,01472,80.00,1,1,West Groton,MA,WEVS
1999,01473,,,,Westminster,MA,WEVS
1999,01474,,,,West Townsend,MA,WEVS
1999,01475,100.00,2,2,Winchendon,MA,WEVN
1999,01501,,,,Auburn,MA,#N/A
1999,01503,,,,Berlin,MA,#N/A
1999,01505,,,,Boylston,MA,WEVO
1999,01506,,,,Brookfield,MA,#N/A
1999,01507,,,,Charlton,MA,#N/A
1999,01510,,,,Clinton,MA,WEVO
1999,01516,,,,Douglas,MA,#N/A
1999,01520,160.00,2,2,Holden,MA,WEVS
1999,01523,50.00,1,1,Lancaster,MA,WEVS
1999,01524,,,,Leicester,MA,#N/A
1999,01526,,,,Manchaug,MA,#N/A
1999,01527,,,,Millbury,MA,#N/A
1999,01532,,,,Northborough,MA,#N/A
1999,01541,20.00,1,1,Princeton,MA,WEVS
1999,01543,,,,Rutland,MA,#N/A
1999,01545,,,,Shrewsbury,MA,#N/A
1999,01562,,,,Spencer,MA,#N/A
1999,01564,,,,Sterling,MA,#N/A
1999,01566,,,,Sturbridge,MA,#N/A
1999,01568,,,,Upton,MA,#N/A
1999,01571,30.00,1,1,Dudley,MA,#N/A
1999,01581,765.00,6,6,Westborough,MA,#N/A
1999,01582,,,,Westborough,MA,#N/A
1999,01583,315.00,1,1,West Boylston,MA,#N/A
1999,01588,30.00,1,1,Whitinsville,MA,#N/A
1999,01602,490.00,4,4,Worcester,MA,#N/A
1999,01603,,,,Worcester,MA,#N/A
1999,01604,70.00,1,1,Worcester,MA,#N/A
1999,01605,30.00,1,1,Worcester,MA,#N/A
1999,01606,,,,Worcester,MA,#N/A
1999,01607,90.00,1,1,Worcester,MA,#N/A
1999,01609,60.00,1,1,Worcester,MA,#N/A
1999,01612,100.00,1,1,Paxton,MA,#N/A
1999,01615,,,,Worcester,MA,#N/A
1999,01701,25.00,1,1,Framingham,MA,#N/A
1999,01702,376.00,4,4,Framingham,MA,#N/A
1999,01719,175.00,3,3,Boxborough,MA,WEVS
1999,01720,125.00,2,2,Acton,MA,WEVS
1999,01721,20.00,1,1,Ashland,MA,#N/A
1999,01730,257.00,5,5,Bedford,MA,WEVO
1999,01740,,,,Bolton,MA,#N/A
1999,01741,30.00,1,1,Carlisle,MA,WEVS
1999,01742,856.00,11,11,Concord,MA,#N/A
1999,01746,185.00,1,1,Holliston,MA,#N/A
1999,01747,,,,Hopedale,MA,#N/A
1999,01748,,,,Hopkinton,MA,#N/A
1999,01749,,,,Hudson,MA,WEVO
1999,01752,172.00,2,2,Marlborough,MA,#N/A
1999,01754,60.00,1,1,Maynard,MA,#N/A
1999,01757,180.00,2,2,Milford,MA,#N/A
1999,01760,350.00,2,2,Natick,MA,#N/A
1999,01770,,,,Sherborn,MA,#N/A
1999,01772,170.00,2,2,Southborough,MA,#N/A
1999,01773,575.00,4,4,Lincoln,MA,#N/A
1999,01775,460.00,5,5,Stow,MA,#N/A
1999,01776,560.00,3,3,Sudbury,MA,#N/A
1999,01778,312.00,2,2,Wayland,MA,#N/A
1999,01801,50.00,1,1,Woburn,MA,WEVO
1999,01803,310.00,3,3,Burlington,MA,WEVO
1999,01810,870.00,5,5,Andover,MA,WEVO
1999,01821,35.00,1,1,Billerica,MA,WEVS
1999,01824,200.00,4,4,Chelmsford,MA,WEVS
1999,01826,300.00,3,3,Dracut,MA,WEVS
1999,01827,,,,Dunstable,MA,WEVS
1999,01830,130.00,2,2,Haverhill,MA,WEVO
1999,01831,140.00,1,1,Haverhill,MA,WEVO
1999,01832,120.00,1,1,Haverhill,MA,WEVS
1999,01833,160.00,1,1,Georgetown,MA,WEVO
1999,01834,120.00,1,1,Groveland,MA,WEVO
1999,01835,494.00,5,5,Haverhill,MA,WEVS
1999,01840,,,,Lawrence,MA,WEVS
1999,01841,60.00,1,1,Lawrence,MA,WEVS
1999,01843,140.00,1,1,Lawrence,MA,WEVO
1999,01844,,,,Methuen,MA,WEVO
1999,01845,642.60,7,7,North Andover,MA,WEVO
1999,01850,,,,Lowell,MA,WEVS
1999,01851,30.00,1,1,Lowell,MA,WEVS
1999,01852,120.00,2,2,Lowell,MA,WEVS
1999,01854,,,,Lowell,MA,WEVS
1999,01860,220.00,1,1,Merrimac,MA,WEVO
1999,01863,230.00,2,2,North Chelmsford,MA,WEVS
1999,01864,,,,North Reading,MA,#N/A
1999,01867,330.00,3,3,Reading,MA,WEVO
1999,01876,250.00,2,2,Tewksbury,MA,WEVS
1999,01879,,,,Tyngsboro,MA,WEVS
1999,01880,100.00,2,2,Wakefield,MA,WEVO
1999,01885,,,,West Boxford,MA,WEVO
1999,01886,442.00,2,2,Westford,MA,WEVS
1999,01887,360.00,4,4,Wilmington,MA,WEVO
1999,01890,430.00,4,4,Winchester,MA,#N/A
1999,01901,,,,Lynn,MA,#N/A
1999,01902,,,,Lynn,MA,#N/A
1999,01904,,,,Lynn,MA,#N/A
1999,01906,,,,Saugus,MA,#N/A
1999,01907,,,,Swampscott,MA,#N/A
1999,01908,,,,Nahant,MA,#N/A
1999,01913,207.00,3,3,Amesbury,MA,WEVO
1999,01915,160.00,2,2,Beverly,MA,WEVO
1999,01921,40.00,1,1,Boxford,MA,WEVO
1999,01922,25.00,1,1,Byfield,MA,WEVO
1999,01923,110.00,2,2,Danvers,MA,#N/A
1999,01929,,,,Essex,MA,#N/A
1999,01930,170.00,1,1,Gloucester,MA,WEVO
1999,01931,60.00,1,1,Gloucester,MA,#N/A
1999,01938,230.00,3,3,Ipswich,MA,WEVO
1999,01940,215.00,2,2,Lynnfield,MA,WEVO
1999,01944,280.00,2,2,Manchester,MA,#N/A
1999,01945,305.00,4,4,Marblehead,MA,WEVO
1999,01950,1330.00,10,10,Newburyport,MA,WEVO
1999,01951,100.00,1,1,Newbury,MA,WEVO
1999,01952,,,,Salisbury,MA,WEVO
1999,01960,120.00,2,2,Peabody,MA,WEVO
1999,01965,,,,Prides Crossing,MA,#N/A
1999,01966,180.00,2,2,Rockport,MA,#N/A
1999,01969,,,,Rowley,MA,WEVO
1999,01970,365.00,5,5,Salem,MA,WEVO
1999,01982,,,,South Hamilton,MA,#N/A
1999,01983,30.00,1,1,Topsfield,MA,#N/A
1999,01984,,,,Wenham,MA,WEVO
1999,01985,75.00,1,1,West Newbury,MA,WEVO
1999,02019,,,,Bellingham,MA,#N/A
1999,02020,,,,Brant Rock,MA,#N/A
1999,02021,,,,Canton,MA,#N/A
1999,02026,920.00,4,4,Dedham,MA,#N/A
1999,02030,,,,Dover,MA,#N/A
1999,02032,,,,East Walpole,MA,#N/A
1999,02035,80.00,1,1,Foxboro,MA,#N/A
1999,02038,,,,Franklin,MA,#N/A
1999,02043,220.00,2,2,Hingham,MA,#N/A
1999,02045,,,,Hull,MA,#N/A
1999,02048,45.00,1,1,Mansfield,MA,#N/A
1999,02050,75.00,2,2,Marshfield,MA,#N/A
1999,02052,110.00,1,1,Medfield,MA,#N/A
1999,02053,,,,Medway,MA,#N/A
1999,02054,,,,Millis,MA,#N/A
1999,02056,100.00,1,1,Norfolk,MA,#N/A
1999,02061,320.00,1,1,Norwell,MA,#N/A
1999,02062,120.00,1,1,Norwood,MA,#N/A
1999,02066,280.00,2,2,Scituate,MA,#N/A
1999,02067,,,,Sharon,MA,#N/A
1999,02071,55.00,1,1,South Walpole,MA,#N/A
1999,02072,,,,Stoughton,MA,#N/A
1999,02081,160.00,2,2,Walpole,MA,#N/A
1999,02090,1970.00,4,4,Westwood,MA,#N/A
1999,02093,100.00,1,1,Wrentham,MA,#N/A
1999,02108,645.00,3,3,Boston,MA,#N/A
1999,02109,500.00,1,1,Boston,MA,#N/A
1999,02110,1060.00,2,2,Boston,MA,#N/A
1999,02111,1500.00,6,6,Boston,MA,#N/A
1999,02113,,,,Boston,MA,#N/A
1999,02114,200.00,2,2,Boston,MA,#N/A
1999,02115,50.00,1,1,Boston,MA,#N/A
1999,02116,6445.00,10,10,Boston,MA,#N/A
1999,02118,410.00,3,3,Boston,MA,#N/A
1999,02119,,,,Roxbury,MA,#N/A
1999,02120,,,,Roxbury Crossing,MA,#N/A
1999,02124,240.00,1,1,Dorchester Center,MA,#N/A
1999,02126,40.00,1,1,Mattapan,MA,#N/A
1999,02127,385.00,3,3,Boston,MA,#N/A
1999,02128,595.00,2,2,Boston,MA,#N/A
1999,02129,360.00,2,2,Charlestown,MA,#N/A
1999,02130,741.00,5,5,Jamaica Plain,MA,#N/A
1999,02131,300.00,2,2,Roslindale,MA,#N/A
1999,02132,230.00,3,3,West Roxbury,MA,#N/A
1999,02134,,,,Allston,MA,#N/A
1999,02135,80.00,2,2,Brighton,MA,#N/A
1999,02136,,,,Hyde Park,MA,#N/A
1999,02138,4567.00,18,18,Cambridge,MA,#N/A
1999,02139,837.00,8,8,Cambridge,MA,#N/A
1999,02140,400.00,6,6,Cambridge,MA,#N/A
1999,02141,240.00,1,1,Cambridge,MA,#N/A
1999,02142,270.00,1,1,Cambridge,MA,#N/A
1999,02143,220.00,2,2,Somerville,MA,WEVO
1999,02144,184.00,2,2,Somerville,MA,#N/A
1999,02145,75.00,2,2,Somerville,MA,#N/A
1999,02148,,,,Malden,MA,#N/A
1999,02149,,,,Everett,MA,WEVO
1999,02150,,,,Chelsea,MA,#N/A
1999,02151,25.00,1,1,Revere,MA,#N/A
1999,02152,36.00,1,1,Winthrop,MA,#N/A
1999,02153,,,,Medford,MA,#N/A
1999,02155,190.00,3,3,Medford,MA,#N/A
1999,02163,,,,Boston,MA,#N/A
1999,02169,240.00,1,1,Quincy,MA,#N/A
1999,02171,440.00,2,2,Quincy,MA,#N/A
1999,02176,420.00,2,2,Melrose,MA,#N/A
1999,02180,,,,Stoneham,MA,WEVO
1999,02184,60.00,1,1,Braintree,MA,#N/A
1999,02186,50.00,1,1,Milton,MA,#N/A
1999,02189,,,,East Weymouth,MA,#N/A
1999,02190,240.00,1,1,South Weymouth,MA,#N/A
1999,02191,,,,North Weymouth,MA,#N/A
1999,02196,,,,Boston,MA,#N/A
1999,02199,,,,Boston,MA,#N/A
1999,02205,60.00,1,1,Boston,MA,#N/A
1999,02210,,,,Boston,MA,#N/A
1999,02215,,,,Boston,MA,#N/A
1999,02238,,,,Cambridge,MA,#N/A
1999,02301,,,,Brockton,MA,#N/A
1999,02324,50.00,1,1,Bridgewater,MA,#N/A
1999,02331,,,,Duxbury,MA,#N/A
1999,02332,,,,Duxbury,MA,#N/A
1999,02338,200.00,1,1,Halifax,MA,#N/A
1999,02339,,,,Hanover,MA,#N/A
1999,02341,160.00,1,1,Hanson,MA,#N/A
1999,02343,150.00,1,1,Holbrook,MA,#N/A
1999,02346,240.00,2,2,Middleboro,MA,#N/A
1999,02347,,,,Lakeville,MA,#N/A
1999,02356,60.00,1,1,North Easton,MA,#N/A
1999,02360,150.00,2,2,Plymouth,MA,#N/A
1999,02368,80.00,1,1,Randolph,MA,#N/A
1999,02375,,,,South Easton,MA,#N/A
1999,02379,150.00,1,1,West Bridgewater,MA,#N/A
1999,02420,558.00,9,9,Lexington,MA,#N/A
1999,02421,1145.00,8,8,Lexington,MA,WEVO
1999,02445,390.00,5,5,Brookline,MA,#N/A
1999,02446,340.00,5,5,Brookline,MA,#N/A
1999,02451,45.00,1,1,Waltham,MA,#N/A
1999,02452,100.00,2,2,Waltham,MA,#N/A
1999,02453,66.00,1,1,Waltham,MA,#N/A
1999,02458,,,,Newton,MA,#N/A
1999,02459,,,,Newton Center,MA,#N/A
1999,02460,135.00,1,1,Newtonville,MA,#N/A
1999,02461,285.00,3,3,Newton Highlands,MA,#N/A
1999,02462,,,,Newton Lower Falls,MA,#N/A
1999,02465,175.00,2,2,West Newton,MA,#N/A
1999,02466,360.00,1,1,Auburndale,MA,#N/A
1999,02467,566.00,4,4,Chestnut Hill,MA,#N/A
1999,02468,160.00,2,2,Waban,MA,#N/A
1999,02472,70.00,1,1,Watertown,MA,#N/A
1999,02474,1300.00,7,7,Arlington,MA,#N/A
1999,02476,290.00,5,5,Arlington,MA,WEVO
1999,02478,525.00,5,5,Belmont,MA,#N/A
1999,02481,215.00,3,3,Wellesley Hills,MA,#N/A
1999,02482,260.00,5,5,Wellesley,MA,#N/A
1999,02492,650.00,5,5,Needham,MA,#N/A
1999,02493,60.00,2,2,Weston,MA,#N/A
1999,02494,95.00,2,2,Needham Heights,MA,#N/A
1999,02532,25.00,1,1,Buzzards Bay,MA,#N/A
1999,02534,50.00,1,1,Cataumet,MA,#N/A
1999,02535,,,,Chilmark,MA,#N/A
1999,02536,365.00,2,2,East Falmouth,MA,#N/A
1999,02537,,,,East Sandwich,MA,#N/A
1999,02539,,,,Edgartown,MA,#N/A
1999,02540,,,,Falmouth,MA,#N/A
1999,02541,145.00,2,2,Falmouth,MA,#N/A
1999,02553,,,,Monument Beach,MA,#N/A
1999,02554,500.00,1,1,Nantucket,MA,#N/A
1999,02556,110.00,1,1,North Falmouth,MA,#N/A
1999,02557,40.00,1,1,Oak Bluffs,MA,#N/A
1999,02558,40.00,1,1,Onset,MA,#N/A
1999,02559,120.00,1,1,Pocasset,MA,#N/A
1999,02563,40.00,1,1,Sandwich,MA,#N/A
1999,02571,,,,Wareham,MA,#N/A
1999,02575,,,,West Tisbury,MA,#N/A
1999,02584,120.00,3,3,Nantucket,MA,#N/A
1999,02601,,,,Hyannis,MA,#N/A
1999,02630,,,,Barnstable,MA,#N/A
1999,02631,,,,Brewster,MA,#N/A
1999,02632,72.00,1,1,Centerville,MA,#N/A
1999,02633,190.00,2,2,Chatham,MA,#N/A
1999,02638,,,,Dennis,MA,#N/A
1999,02641,,,,East Dennis,MA,#N/A
1999,02642,160.00,2,2,Eastham,MA,#N/A
1999,02643,30.00,1,1,East Orleans,MA,#N/A
1999,02645,,,,Harwich,MA,#N/A
1999,02647,,,,Hyannis Port,MA,#N/A
1999,02649,,,,Mashpee,MA,#N/A
1999,02653,550.00,3,3,Orleans,MA,#N/A
1999,02655,30.00,1,1,Osterville,MA,#N/A
1999,02657,,,,Provincetown,MA,#N/A
1999,02660,,,,South Dennis,MA,#N/A
1999,02664,,,,South Yarmouth,MA,#N/A
1999,02666,,,,Truro,MA,#N/A
1999,02668,180.00,2,2,West Barnstable,MA,#N/A
1999,02669,,,,West Chatham,MA,#N/A
1999,02670,,,,West Dennis,MA,#N/A
1999,02675,160.00,2,2,Yarmouth Port,MA,#N/A
1999,02703,,,,Attleboro,MA,#N/A
1999,02719,,,,Fairhaven,MA,#N/A
1999,02720,,,,Fall River,MA,#N/A
1999,02722,,,,Fall River,MA,#N/A
1999,02724,500.00,1,1,Fall River,MA,#N/A
1999,02726,90.00,1,1,Somerset,MA,#N/A
1999,02738,88.00,1,1,Marion,MA,#N/A
1999,02739,50.00,1,1,Mattapoisett,MA,#N/A
1999,02740,,,,New Bedford,MA,#N/A
1999,02747,,,,North Dartmouth,MA,#N/A
1999,02748,,,,South Dartmouth,MA,#N/A
1999,02760,30.00,1,1,North Attleboro,MA,#N/A
1999,02762,,,,Plainville,MA,#N/A
1999,02764,30.00,1,1,North Dighton,MA,#N/A
1999,02766,100.00,1,1,Norton,MA,#N/A
1999,02767,120.00,1,1,Raynham,MA,#N/A
1999,02770,,,,Rochester,MA,#N/A
1999,02771,60.00,1,1,Seekonk,MA,#N/A
1999,02777,,,,Swansea,MA,#N/A
1999,02780,,,,Taunton,MA,#N/A
1999,02790,312.00,1,1,Westport,MA,#N/A
1999,03031,19336.00,126,126,Amherst,NH,WEVS
1999,03032,3309.40,30,30,Auburn,NH,WEVO
1999,03033,3357.00,25,25,Brookline,NH,WEVS
1999,03034,7373.20,27,27,Candia,NH,WEVO
1999,03036,2609.00,25,25,Chester,NH,WEVO
1999,03037,7475.00,50,50,Deerfield,NH,WEVO
1999,03038,5612.00,58,58,Derry,NH,WEVO
1999,03040,,,,East Candia,NH,WEVO
1999,03041,100.00,1,1,East Derry,NH,WEVS
1999,03042,3090.40,28,28,Epping,NH,WEVO
1999,03043,3705.20,32,32,Francestown,NH,WEVO
1999,03044,2370.00,13,13,Fremont,NH,WEVO
1999,03045,12984.60,101,101,Goffstown,NH,WEVO
1999,03046,6073.00,34,34,Dunbarton,NH,WEVO
1999,03047,3106.00,18,18,Greenfield,NH,WEVO
1999,03048,1634.00,12,12,Greenville,NH,WEVS
1999,03049,14916.93,83,83,Hollis,NH,WEVS
1999,03051,7228.20,38,38,Hudson,NH,WEVS
1999,03052,1730.00,19,19,Litchfield,NH,WEVS
1999,03053,9591.34,79,79,Londonderry,NH,WEVS
1999,03054,10193.80,84,84,Merrimack,NH,WEVS
1999,03055,7632.50,64,64,Milford,NH,WEVO
1999,03057,3583.00,28,28,Mont Vernon,NH,WEVO
1999,03060,5398.00,49,49,Nashua,NH,WEVS
1999,03061,165.00,2,2,Nashua,NH,WEVS
1999,03062,8745.20,75,75,Nashua,NH,WEVS
1999,03063,5039.70,44,44,Nashua,NH,WEVS
1999,03064,7669.20,58,58,Nashua,NH,WEVS
1999,03070,9467.20,66,66,New Boston,NH,WEVO
1999,03071,1923.00,22,22,New Ipswich,NH,WEVO
1999,03073,684.00,3,3,North Salem,NH,WEVS
1999,03076,807.00,7,7,Pelham,NH,WEVS
1999,03077,1366.00,12,12,Raymond,NH,WEVO
1999,03079,1575.80,19,19,Salem,NH,WEVS
1999,03082,1080.00,10,10,Lyndeborough,NH,WEVS
1999,03084,2282.00,15,15,Temple,NH,WEVS
1999,03086,5514.00,40,40,Wilton,NH,WEVS
1999,03087,3811.00,30,30,Windham,NH,WEVS
1999,03101,2796.84,26,26,Manchester,NH,WEVO
1999,03102,7199.00,74,74,Manchester,NH,WEVO
1999,03103,7825.40,69,69,Manchester,NH,WEVO
1999,03104,27442.38,228,228,Manchester,NH,WEVO
1999,03105,1595.00,11,11,Manchester,NH,WEVO
1999,03106,8080.00,61,61,Hooksett,NH,WEVO
1999,03108,5365.00,7,7,Manchester,NH,WEVO
1999,03109,2935.00,27,27,Manchester,NH,WEVO
1999,03110,40793.20,189,189,Bedford,NH,WEVO
1999,03215,1683.00,8,8,Waterville Valley,NH,#N/A
1999,03216,6903.99,30,30,Andover,NH,WEVO
1999,03217,2272.00,15,15,Ashland,NH,W247AO
1999,03218,867.00,11,11,Barnstead,NH,WEVO
1999,03220,4363.00,28,28,Belmont,NH,WEVO
1999,03221,3483.00,31,31,Bradford,NH,WEVO
1999,03222,5242.50,58,58,Bristol,NH,WEVO
1999,03223,5144.00,44,44,Campton,NH,W247AO
1999,03224,12469.07,67,67,Canterbury,NH,WEVO
1999,03225,3990.00,23,23,Center Barnstead,NH,WEVO
1999,03226,6500.37,46,46,Center Harbor,NH,W247AO
1999,03227,6015.96,48,48,Center Sandwich,NH,WEVO
1999,03229,33787.34,169,169,Contoocook,NH,WEVO
1999,03230,950.00,13,13,Danbury,NH,WEVO
1999,03231,940.00,9,9,East Andover,NH,WEVO
1999,03233,1219.40,15,15,Elkins,NH,WEVO
1999,03234,3508.00,35,35,Epsom,NH,WEVO
1999,03235,4490.00,30,30,Franklin,NH,WEVO
1999,03237,2808.00,26,26,Gilmanton,NH,WEVO
1999,03238,170.00,2,2,Glencliff,NH,#N/A
1999,03240,726.00,9,9,Grafton,NH,WEVH
1999,03241,4747.50,20,20,Hebron,NH,WEVH
1999,03242,10415.80,74,74,Henniker,NH,WEVO
1999,03243,455.00,4,4,Hill,NH,WEVO
1999,03244,8589.00,70,70,Hillsborough,NH,WEVO
1999,03245,5472.00,35,35,Holderness,NH,W247AO
1999,03246,18834.75,104,104,Laconia,NH,WEVO
1999,03247,3213.00,19,19,Laconia,NH,WEVO
1999,03249,9518.70,67,67,Gilford,NH,WEVO
1999,03251,338.60,5,5,Lincoln,NH,WEVJ
1999,03252,400.00,2,2,Lochmere,NH,WEVO
1999,03253,8468.00,67,67,Meredith,NH,WEVO
1999,03254,3873.00,33,33,Moultonborough,NH,WEVO
1999,03255,5236.00,29,29,Newbury,NH,WEVH
1999,03256,3920.00,31,31,New Hampton,NH,WEVO
1999,03257,23736.00,155,155,New London,NH,WEVO
1999,03258,2836.20,27,27,Chichester,NH,WEVO
1999,03259,1697.00,11,11,North Sandwich,NH,WEVJ
1999,03260,1292.00,10,10,North Sutton,NH,WEVO
1999,03261,4197.00,39,39,Northwood,NH,WEVO
1999,03262,520.00,4,4,North Woodstock,NH,WEVJ
1999,03263,1815.00,15,15,Pittsfield,NH,WEVO
1999,03264,8405.00,74,74,Plymouth,NH,W247AO
1999,03266,3426.12,28,28,Rumney,NH,WEVH
1999,03268,1150.00,13,13,Salisbury,NH,WEVO
1999,03269,6150.50,45,45,Sanbornton,NH,WEVO
1999,03272,50.00,1,1,South Newbury,NH,WEVO
1999,03273,1626.00,14,14,South Sutton,NH,WEVO
1999,03275,4484.34,40,40,Suncook,NH,WEVO
1999,03276,4172.00,39,39,Tilton,NH,WEVO
1999,03278,5370.00,45,45,Warner,NH,WEVO
1999,03279,440.00,6,6,Warren,NH,#N/A
1999,03280,3425.80,15,15,Washington,NH,WEVO
1999,03281,8692.00,63,63,Weare,NH,WEVO
1999,03282,780.00,7,7,Wentworth,NH,W247AO
1999,03284,799.00,9,9,Springfield,NH,WEVH
1999,03285,597.00,7,7,Thornton,NH,W247AO
1999,03287,3815.60,35,35,Wilmot,NH,WEVO
1999,03289,959.99,8,8,Winnisquam,NH,WEVO
1999,03290,5362.00,44,44,Nottingham,NH,WEVO
1999,03291,530.00,5,5,West Nottingham,NH,WEVO
1999,03293,50.00,1,1,Woodstock,NH,#N/A
1999,03301,109681.85,449,449,Concord,NH,WEVO
1999,03302,5645.86,29,29,Concord,NH,WEVO
1999,03303,19301.00,118,118,Concord,NH,WEVO
1999,03304,19114.90,123,123,Bow,NH,WEVO
1999,03305,,,,Concord,NH,WEVO
1999,03307,5236.00,41,41,Loudon,NH,WEVO
1999,03431,59957.12,314,314,Keene,NH,WEVN
1999,03435,,,,Keene,NH,WEVN
1999,03440,3208.39,29,29,Antrim,NH,WEVO
1999,03441,,,,Ashuelot,NH,WEVN
1999,03442,1122.00,10,10,Bennington,NH,WEVO
1999,03443,1525.00,13,13,Chesterfield,NH,WEVN
1999,03444,6642.00,40,40,Dublin,NH,WEVN
1999,03445,1288.50,9,9,Sullivan,NH,WEVN
1999,03446,3884.00,27,27,Swanzey,NH,WEVN
1999,03447,1203.60,17,17,Fitzwilliam,NH,WEVN
1999,03448,1657.00,12,12,Gilsum,NH,WEVN
1999,03449,9208.50,66,66,Hancock,NH,WEVO
1999,03450,5364.80,30,30,Harrisville,NH,WEVN
1999,03451,680.00,8,8,Hinsdale,NH,WEVN
1999,03452,4161.00,44,44,Jaffrey,NH,WEVN
1999,03455,4693.00,34,34,Marlborough,NH,WEVN
1999,03456,1385.00,13,13,Marlow,NH,WEVN
1999,03457,1184.00,15,15,Nelson,NH,WEVN
1999,03458,28720.82,145,145,Peterborough,NH,WEVO
1999,03461,1937.00,25,25,Rindge,NH,WEVO
1999,03462,3099.00,25,25,Spofford,NH,WEVN
1999,03464,1220.00,11,11,Stoddard,NH,WEVO
1999,03465,910.00,6,6,Troy,NH,WEVN
1999,03466,967.00,14,14,West Chesterfield,NH,WEVN
1999,03467,2898.00,27,27,Westmoreland,NH,WEVN
1999,03468,594.00,4,4,West Peterborough,NH,WEVO
